,id,tracking_number,date,sender_id,sender_zipCode,receiver_id,receiver_address,service,quantity,actual_weight,rate,description,buy_in_store,extra_charge,agent_id
15215,10006,ABC-006990,2020-08-09,132,75081.0,7983,SAI GON,SAIGON,1,7.1,3.5,nuoc uong vitamins,0.0,0.0,ABC
15216,10005,ABC-006989,2020-08-09,132,75081.0,7982,DONG THAP,TINH,1,5.45,4.5,nuoc uong vitamins,0.0,0.0,ABC
15217,10004,ABC-006988,2020-08-09,819,76710.0,7981,SAI GON,SAIGON,1,7.0,3.5,medicated oil vitamins snack ho clothes medicated oil  soap,0.0,0.0,ABC
15218,10003,ABC-006987,2020-08-09,132,75081.0,6409,BRVT,TINH,1,5.8,4.5,nuoc uong vitamins,0.0,0.0,ABC
15219,10002,NEW-000019,2020-08-09,5544,68521.0,7980,SAI GON,SAIGON,1,15.3,4.5,lotion deodorant soap,0.0,0.0,NEW
15220,10001,ABC-006986,2020-08-09,132,75081.0,6067,TRA VINH,TINH,1,5.25,4.5,vitamin nuoc uong,0.0,0.0,ABC
15221,10000,ABC-006985,2020-08-09,819,76710.0,2910,DONG NAI,TINH,1,5.5,4.5,vitamins medicated oil medicated oil soap,0.0,0.0,ABC
15222,9999,ABC-006984,2020-08-09,5543,75801.0,7979,BINH THUAN,TINH,1,15.5,4.5,vitamins lotion sunglasses thuong,0.0,3.0,ABC
15223,9998,ABC-006983,2020-08-09,108,75035.0,111,SAI GON,SAIGON,1,11.0,3.5,cherry,0.0,91.5,ABC
15224,9997,QUY-002724,2020-08-09,5542,22003.0,7978,HUE,TINH,1,10.3,5.0,milk powder ensure vitamin,0.0,0.0,QUY
15225,9996,QUY-002723,2020-08-09,1274,22042.0,1294,SAI GON,SAIGON,1,36.85,4.0,clothes tre em vo thuoc hair color creme non btshirts hiem non ban chay danh rang snack chocolate backpack home goods,0.0,0.0,QUY
15226,9995,QUY-002722,2020-08-09,5541,10469.0,7977,BINH THUAN,TINH,1,29.2,4.5,clothes vitamin salonpas,0.0,15.0,QUY
15227,9994,QUY-002721,2020-08-09,4127,22312.0,7976,DA NANG,TINH,1,28.95,4.5,perfume kinh nich shoes vitamin clothes vo,0.0,10.0,QUY
15228,9993,QUY-002720,2020-08-09,5254,22044.0,7975,LONG AN,TINH,1,36.35,5.0,milk powder ensure vitamin toys baby,0.0,10.0,QUY
15229,9992,ABC-006982,2020-08-09,3757,75040.0,5087,SAI GON,SAIGON,1,15.75,3.5,snack vitamins shoes home goods,0.0,0.0,ABC
15230,9991,QUY-002719,2020-08-09,4512,22031.0,6485,SAI GON,SAIGON,1,7.2,4.0,lon milk powder ensure,0.0,0.0,QUY
15231,9990,QUY-002718,2020-08-09,4453,22003.0,6147,BRVT,TINH,1,12.8,5.0,snack vitamin sunglasses milk powder rua mat snack lipstick deodorant,0.0,0.0,QUY
15232,9989,QUY-002717,2020-08-09,5540,22150.0,7974,SAI GON,SAIGON,1,12.1,4.0,vitamin,0.0,30.0,QUY
15233,9988,NEW-000018,2020-08-09,5539,68521.0,7973,HUE,TINH,1,3.0,5.5,iphone 7 4419095 vitamin,0.0,70.0,NEW
15234,9987,QUY-002716,2020-08-09,5540,22150.0,7972,SAI GON,SAIGON,1,42.65,4.0,vitamin clothes snack hand bag watch cafe,0.0,15.0,QUY
15235,9986,NEW-000017,2020-08-09,5539,68521.0,7971,SAI GON,TINH,1,17.5,5.5,clothes vitamin supplement,0.0,0.0,NEW
15236,9985,ABC-006981,2020-08-09,2737,75089.0,4735,BRVT,TINH,1,7.35,4.5,clothes,0.0,0.0,ABC
15237,9984,ABC-006980,2020-08-09,2737,75089.0,3552,SAI GON,SAIGON,1,17.55,3.5,clothes deodorant snack vitamins home goods,0.0,0.0,ABC
15238,9983,ABC-006979,2020-08-09,5538,75040.0,7970,LONG AN,TINH,1,10.5,4.5,clothes milk powder,54.0,0.0,ABC
15239,9982,ABC-006978,2020-08-09,3856,75040.0,6211,SAI GON,SAIGON,1,15.75,3.5,toothpaste vitamins do dung tre em,0.0,0.0,ABC
15241,9980,ABC-006976,2020-08-09,5537,75056.0,7969,BEN TRE,TINH,1,21.3,4.5,shoes clothes food snack vitamins,0.0,0.0,ABC
15242,9979,ABC-006975,2020-08-09,5536,74701.0,7968,SAI GON,SAIGON,1,11.55,3.5,clothes vitamin sunglasses shoes underwear,0.0,5.0,ABC
15243,9978,ABC-006974,2020-08-09,1054,75703.0,1074,VINH LONG,TINH,1,14.2,4.5,clothes backpack  ensure,54.0,0.0,ABC
15244,9977,ABC-006973,2020-08-09,5535,75044.0,7967,CAN THO,TINH,1,5.0,4.5,medicated oil,88.0,0.0,ABC
15245,9976,ABC-006972,2020-08-09,5534,75703.0,7966,DA NANG,TINH,1,7.2,4.5,lotion chong nang vitamins shoes snack milk powder rua mat,0.0,0.0,ABC
15246,9975,ABC-006971,2020-08-09,5353,75670.0,7675,KHANH HOA,TINH,1,30.0,4.5,lotion soap perfume clothes giftset,0.0,40.0,ABC
15247,9974,ABC-006970,2020-08-09,1950,75044.0,2431,SAI GON,SAIGON,1,12.7,3.5,loc ensure medicated oil trang medicated oil,168.0,0.0,ABC
15248,9973,ABC-006969,2020-08-09,5533,75044.0,7965,DAK LAK,TINH,1,7.25,4.5,vitamin it mp,0.0,6.0,ABC
15249,9972,ABC-006968,2020-08-09,2839,75220.0,3697,DONG NAI,TINH,1,4.0,4.5,quan jean,0.0,0.0,ABC
15250,9971,ABC-006967,2020-08-09,5532,71602.0,7964,SAI GON,SAIGON,1,16.0,3.5,clothes milk powder chapstick deodorant,0.0,0.0,ABC
15251,9970,ABC-006966,2020-08-09,4908,71602.0,7963,TIEN GIANG,TINH,1,11.0,4.5,vitamin ctshirts dan eye drops snack ho,0.0,9.0,ABC
15252,9969,ABC-006965,2020-08-09,4910,71602.0,7962,SAI GON,SAIGON,1,13.0,3.5,clothes vitamin snack hand bag,0.0,10.0,ABC
15253,9968,ABC-006964,2020-08-09,5531,75070.0,7961,SAI GON,SAIGON,1,7.5,3.5,thung entrust,60.0,0.0,ABC
15254,9967,ABC-006963,2020-08-09,863,75044.0,7960,SAI GON,SAIGON,1,5.6,3.5,clothes nuoc xit toc perfume binh dung nuoc,0.0,10.0,ABC
15255,9966,ABC-006962,2020-08-09,5277,75042.0,7545,DONG NAI,TINH,1,6.5,4.5,hand sanitizer vitamin milk powder perfume lipstick,20.0,5.0,ABC
15256,9965,ABC-006961,2020-08-09,4536,75702.0,6273,KIEN GIANG,TINH,1,33.6,4.5,ensure entrust clothes vitamins ta shoes milk powder ensure lotion,54.0,0.0,ABC
15257,9964,ABC-006960,2020-08-09,4401,75048.0,6609,SAI GON,SAIGON,1,20.7,3.5,milk powder snack vitamin clothes,0.0,12.0,ABC
15258,9963,ABC-006959,2020-08-09,5046,75044.0,7136,HA NOI,TINH,1,10.6,4.5,clothes lotion,0.0,0.0,ABC
15259,9962,LTM-000072,2020-08-08,5530,55378.0,7959,SAI GON,SAIGON,1,12.0,4.25,vitamin toys hand sanitizer khan uot snack,0.0,0.0,LTM
15260,9961,LTM-000071,2020-08-08,5529,55378.0,7958,SAI GON,SAIGON,1,11.0,4.25,clothes vitamins soap hand sanitizer ,0.0,0.0,LTM
15261,9960,ABC-006958,2020-08-08,5528,75013.0,7957,TIEN GIANG,TINH,1,3.0,4.5,tablet s6 426662,0.0,60.0,ABC
15263,9958,QUY-002715,2020-08-08,1553,22304.0,5839,SAI GON,SAIGON,1,20.45,4.0,snack bo shoes clothes,0.0,0.0,QUY
15264,9957,QUY-002714,2020-08-08,2485,22044.0,3179,DA NANG,TINH,1,64.45,5.0,food tshirts shoes hand bag kinh do,0.0,45.0,QUY
15265,9956,QUY-002713,2020-08-08,5527,22032.0,7956,SAI GON,SAIGON,1,9.6,4.0,watch vitamin snack,0.0,51.6,QUY
15266,9955,ABC-006956,2020-08-08,4464,99163.0,6566,HA NOI,TINH,1,8.0,4.5,lotion chong nang milk powder rua mat toothbrush,0.0,0.0,ABC
15268,9953,QUY-002712,2020-08-08,5525,22042.0,7954,BRVT,TINH,1,21.4,5.0,milk powder snack,0.0,3.0,QUY
15269,9952,QUY-002711,2020-08-08,1376,22044.0,1395,SAI GON,SAIGON,1,19.6,4.0,snack vitamin soap toys do,0.0,6.0,QUY
15270,9951,QUY-002710,2020-08-08,1408,20707.0,1692,SAI GON,SAIGON,2,45.65,4.0,milk powder food toys,0.0,0.0,QUY
15271,9950,QUY-002709,2020-08-08,5304,20905.0,7953,DONG NAI,TINH,1,47.95,5.0,shoes clothes camera hanh trinh,0.0,20.0,QUY
15272,9949,QUY-002708,2020-08-08,1461,22315.0,7952,SAI GON,SAIGON,1,6.8,4.0,vitamin medicated oil,0.0,12.8,QUY
15273,9948,ABC-006954,2020-08-08,124,75040.0,7951,SAI GON,SAIGON,1,16.8,3.5,snack vitamins shampoo,0.0,0.0,ABC
15274,9947,ABC-006953,2020-08-08,2166,75094.0,2731,SAI GON,SAIGON,1,22.6,3.5,milk powder vitamins singum snack hat chia food,0.0,0.0,ABC
15275,9946,ABC-006952,2020-08-08,895,75243.0,7950,VINH LONG,TINH,1,12.3,4.5,salonpas vitamin food medicated oil,15.0,0.0,ABC
15276,9945,ABC-006951,2020-08-08,5524,73112.0,7949,SAI GON,SAIGON,1,15.0,3.5,ipad air 90199079557 earphone clothes vi snack food,0.0,65.0,ABC
15278,9943,LTM-000070,2020-08-08,2288,55104.0,2899,SAI GON,SAIGON,1,52.0,3.5,snack food medicated oil vitamins,0.0,0.0,LTM
15279,9942,LTM-000069,2020-08-07,5522,55443.0,7947,SAI GON,SAIGON,1,36.1,3.5,clothes shoes snack vitamin toys,0.0,48.4,LTM
15280,9941,QUY-002707,2020-08-07,4752,22153.0,6640,BINH PHUOC,TINH,1,32.65,5.0,vitamin salonpas medicated oil snack,0.0,15.0,QUY
15281,9940,QUY-002706,2020-08-07,5113,20111.0,7260,AN GIANG,TINH,1,43.95,5.0,may say sinh to snack vitamin dried fruit tshirts cactshirts,0.0,13.0,QUY
15282,9939,QUY-002705,2020-08-07,1553,22304.0,5839,SAI GON,SAIGON,1,26.15,4.0,snack vitamin deodorant perfume do,0.0,0.0,QUY
15283,9938,QUY-002704,2020-08-07,3872,22044.0,6480,SAI GON,SAIGON,1,33.2,4.0,iphone moi milk powder do lot do,0.0,135.0,QUY
15284,9937,QUY-002703,2020-08-07,5087,20010.0,7206,BINH DUONG,TINH,1,20.5,5.0,lotion vitamin,0.0,32.5,QUY
15285,9936,QUY-002702,2020-08-07,1361,22044.0,1380,BINH DINH,TINH,1,7.2,5.0,lon milk powder ensure,0.0,0.0,QUY
15286,9935,QUY-002701,2020-08-07,1805,22204.0,1827,BEN TRE,TINH,1,17.9,5.0,food canned snack quan,0.0,0.0,QUY
15287,9934,QUY-002700,2020-08-07,5521,22003.0,7946,AN GIANG,TINH,1,14.5,5.0,vitamin tshirts dai lung,0.0,27.0,QUY
15288,9933,QUY-002699,2020-08-07,1730,20745.0,3495,BEN TRE,TINH,1,8.5,5.0,iphone pro max  watch shoes vitamin snack,0.0,140.0,QUY
15289,9932,ABC-006949,2020-08-07,5520,75044.0,7945,SAI GON,SAIGON,1,19.2,3.5,snack vitamins may danh rang,0.0,0.0,ABC
15290,9931,QUY-002698,2020-08-07,4644,22003.0,7944,SAI GON,SAIGON,1,19.0,4.0,seaweed nam kho vaseline candles perfume ensure ngot,0.0,5.0,QUY
15291,9930,QUY-002697,2020-08-07,1902,22204.0,2368,SAI GON,SAIGON,1,34.3,4.0,vitamin food medicated oil salonpas snack,0.0,0.0,QUY
15292,9929,QUY-002696,2020-08-07,3760,22153.0,5090,KHANH HOA,TINH,1,12.95,5.0,food cafe,0.0,0.0,QUY
15293,9928,ABC-006948,2020-08-07,1133,75098.0,1153,SAI GON,SAIGON,1,14.55,3.5,iphone se   clothes snack hair color creme toothbrush vitamins,0.0,50.0,ABC
15294,9927,NEW-000016,2020-08-07,5519,68116.0,7943,SAI GON,SAIGON,1,7.7,4.5,quan shoes candy,0.0,0.0,NEW
15295,9926,ABC-006947,2020-08-07,5518,75040.0,7942,SAI GON,SAIGON,1,15.0,3.5,medicated oil vitamins toothbrush danh rang may blood pressure monitor do dung tinh linh,60.0,6.0,ABC
15296,9925,ABC-006946,2020-08-07,3509,75044.0,4712,SAI GON,SAIGON,2,61.5,3.5,watch ensure lotion chong nang clothes vitamin snack food toothpaste,0.0,14.0,ABC
15298,9923,ABC-006944,2020-08-07,5516,75042.0,7940,CALIFORNIA,DOM,1,15.4,3.5,hang noi dia 350,0.0,-15.9,ABC
15299,9922,QUY-002695,2020-08-07,4753,60608.0,6643,SAI GON,SAIGON,1,38.85,4.0,snack hand bag xach lotion duong da milk powder  ban chay danh rang do,0.0,15.0,QUY
