id,tracking_number,date,sender_id,sender_zipCode,receiver_id,receiver_address,service,quantity,actual_weight,rate,description,buy_in_store,extra_charge,agent_id
12469,ABC-008520,10/4/2020,3972,,5415,SAI GON,SAIGON,1,15.6,3.5,"1 LOC ENSURE, PERFUME, IT GIFTSET, TOOTHPASTE",54,20,ABC
12468,ABC-008519,10/4/2020,2581,75044,3306,BEN TRE,TINH,1,14.2,4.5,"MILK POWDER ENSURE, NHI HOA",,,ABC
12467,ABC-008518,10/4/2020,3235,,4320,DONG NAI,TINH,1,5.1,4.5,CLOTHES,,,ABC
12466,QUY-003484,10/4/2020,6242,21128,9144,DA NANG,TINH,1,22,5,18 LON MILK POWDER ENSURE ,,,QUY
12465,QUY-003483,10/4/2020,1766,22044,1788,SAI GON,SAIGON,1,14.9,4,"CHEESE, GIFTSET, vitamin",,,QUY
12464,ABC-008517,10/4/2020,6241,75044,9143,SAI GON,SAIGON,1,4.3,3.5,"CLOTHES, VITAMIN, ICYHOT",,,ABC
12463,QUY-003482,10/4/2020,1203,22003,2244,SAI GON,SAIGON,1,54.85,4,"FOOD, SNACK, CLOTHES, vitamin",,,QUY
12462,ABC-008516,10/4/2020,3740,,5064,SAI GON,SAIGON,1,16.45,3.5,"SNACK, MILK POWDER",,,ABC
12461,NEW-000111,10/4/2020,5813,68504,9142,LAM DONG,TINH,1,21,6," IT GIFTSET,   MEDICATED OIL, SOAP, CLOTHES, VITAMINS, SALONPAS",,6,NEW
12460,QUY-003481,10/4/2020,4453,22003,6147,BRVT,TINH,1,31.25,5,"Den pin, SNACK, vitamin, SNACK, LOTION,",,5,QUY
12459,QUY-003480,10/4/2020,2152,,2712,CA MAU,TINH,1,29.05,5,"Tui deo, CLOTHES, SNACK, PERFUME, vitamin, TOYS, bop",,10,QUY
12458,QUY-003479,10/4/2020,3747,20832,8044,SAI GON,SAIGON,1,19.6,4,"MILK POWDER Ensure, MILK POWDER rua mat, FOOD",,3,QUY
12457,NEW-000110,10/4/2020,6085,68521,9141,LONG AN,TINH,1,7,6,"CLOTHES BABY, SHOES BABY",,,NEW
12456,ABC-008515,10/4/2020,312,75337,5267,SAI GON,SAIGON,1,46,3.5,"SOAP, LOTION CHONG NANG, VITAMINS, CHOCOLATE, SIRO,   ",,,ABC
12455,ABC-008514,10/4/2020,5807,74820,8415,SAI GON,SAIGON,1,12,3.5,"VITAMINS, HAT CHIA",,18,ABC
12454,ABC-008513,10/4/2020,2736,75068,9140,SAI GON,SAIGON,1,7,3.5,"SNACK, BAN PHIM",,,ABC
12453,ABC-008512,10/4/2020,2736,75068,3551,QUANG NGAI,TINH,1,14.65,4.5,"CLOTHES, SHOES THOM, CHIA, SNACK",,,ABC
12452,ABC-008511,10/4/2020,2904,75127,3801,SAI GON,SAIGON,1,16,3.5,"IPHONE 6, MILK POWDER, VITAMINS, SUNGLASSES",,60,ABC
12451,ABC-008510,10/4/2020,6240,76306,9139,DONG NAI,TINH,1,15,4.5,2 LOC MILK POWDER,108,,ABC
12450,NEW-000109,10/4/2020,6239,68506,9138,LONG AN,TINH,1,16,6," PERFUME, CLOTHES, VO, VITAMINS, MILK POWDER RUA MAT, WATCH, SHOES",,60,NEW
12449,ABC-008509,10/4/2020,6238,75002,9137,SAI GON,SAIGON,1,32,3.5,"MILK POWDER, FOOD CANNED, SAUSAGES, VITAMIN, FOOD,   ",,,ABC
12448,QUY-003478,10/4/2020,1265,22031,1285,SAI GON,SAIGON,1,14.95,4,"1 Laptop   , CLOTHES, lotion, vitamin",,70,QUY
12447,ABC-008508,10/4/2020,4416,75006,6094,SAI GON,SAIGON,1,6.7,3.5,"VITAMINS, IT GIFTSET, QUA LUU NIEM",,6,ABC
12446,ABC-008507,10/4/2020,4335,,5975,SAI GON,SAIGON,1,14.9,3.5,2 LOC ENTRUST ,120,,ABC
12445,QUY-003477,10/4/2020,6237,21076,9136,BRVT,TINH,1,12.7,5,"SNACK, vitamin",,,QUY
12444,QUY-003476,10/4/2020,6236,22044,9135,SAI GON,SAIGON,1,22.25,4,"CLOTHES, TOOTHPASTE, PERFUME, vitamin",,3,QUY
12443,QUY-003475,10/4/2020,5128,20841,7284,SAI GON,SAIGON,1,19.2,4,"Vitamin, MILK POWDER tam, CLOTHES, HAND BAG xach",,30,QUY
12442,QUY-003474,10/4/2020,3799,22032,9044,SAI GON,SAIGON,1,29.5,4,"May lam mi, SOAP, khan SHOES",,20,QUY
12441,QUY-003473,10/4/2020,6235,20011,9134,DONG NAI,TINH,1,7.2,5,Vitamin,,21.6,QUY
12440,ABC-008506,10/4/2020,3306,72205,9133,QUANG NAM,TINH,1,54,4.5,"VITAMINS, CLOTHES, SOAP, SNACK, LOTION CHONG NANG",54,69,ABC
12439,QUY-003472,10/4/2020,4184,22044,5732,BINH DUONG,TINH,2,70.95,5,"MILK POWDER BABY, FOOD BABY, SHOES SANDAL, DRIED FRUIT, PERFUME, CLOTHES ",,50,QUY
12438,ABC-008505,10/4/2020,6234,75072,9132,SAI GON,SAIGON,1,20.75,3.5,"MILK POWDER BABY, TOYS, CAMERA BABY",168,30,ABC
12437,ABC-008504,10/4/2020,6233,75150,9131,SAI GON,SAIGON,1,13.5,3.5,"VITAMINS, SNACK, VITAMINS, SHAMPOO",,,ABC
12436,ABC-008503,10/4/2020,663,75074,670,QUANG NGAI,TINH,1,12.5,4.5,"VITAMINS, CLOTHES, HAND BAG",,6,ABC
12435,QUY-003471,10/4/2020,6232,22044,9130,HUE,TINH,1,14,4.5,12 LON ENSURE ,,,QUY
12434,QUY-003470,10/4/2020,6217,22101,9100,SAI GON,SAIGON,1,6.7,4,"non, bTSHIRTS tay, do lTSHIRTS dong",,14,QUY
12433,ABC-008502,10/4/2020,2760,75040,5764,BEN TRE,TINH,1,12.4,4.5,"1 LOC ENSURE, FOOD, VITAMIN CACTSHIRTS",54,,ABC
12432,ABC-008501,10/4/2020,2760,75040,9129,SAI GON,SAIGON,1,7.2,3.5,"VITAMINS, VITAMIN CACTSHIRTS",,,ABC
12431,ABC-008500,10/4/2020,4507,,6226,SAI GON,SAIGON,1,9.65,3.5,"LOTION, VITAMIN, KE MAT, IT MP   ",,,ABC
12430,ABC-008499,10/4/2020,2166,75094,2731,SAI GON,SAIGON,1,13.75,3.5,"SOAP, VITAMINS, SNACK",,,ABC
12429,ABC-008498,10/4/2020,4911,71112,9128,DA NANG,TINH,1,45.3,4.5,"CLOTHES, BINH DUNG MILK POWDER, CHARGER, TA  , SIRO   ",,15,ABC
12428,ABC-008497,10/4/2020,276,75088,280,KHANH HOA,TINH,1,45,4.5,"CLOTHES, HOP DUNG THUC AN, BINH DUNG NUOC, IT GIFTSET,   ",,,ABC
12427,ABC-008496,10/4/2020,347,75044,351,HUE,TINH,1,7.7,4.5,"CEREAL, VITAMIN, OATMEAL",,,ABC
12426,ABC-008495,10/4/2020,458,75098,463,KHANH HOA,TINH,1,6.4,4.5,"BONG TAY TRANG, IT GIFTSET, VITAMIN",,,ABC
12425,ABC-008494,10/4/2020,1939,75235,2415,SAI GON,SAIGON,1,15.5,3.5,"MILK POWDER ENSURE, DRIED FRUIT, KIEM, VITAMINS,   ",54,,ABC
12424,ABC-008493,10/3/2020,6231,75042,9127,SAI GON,SAIGON,1,24,3.5,TA LOT,,,ABC
12423,ABC-008492,10/3/2020,4464,99163,6566,HA NOI,TINH,1,16.5,4.5," DEODORANT, SOAP, VONG TAY, LOTION CHONG NANG, TSHIRTS, SUNGLASSES",,,ABC
12422,ABC-008491,10/3/2020,6230,75044,9126,TRA VINH,TINH,1,17.35,4.5,"MILK POWDER, VITAMINS, SNACK",,18,ABC
12421,QUY-003469,10/3/2020,5241,28412,8613,PHU YEN,TINH,1,15,5,1 THUNG NHO ,75,,QUY
12420,QUY-003468,10/3/2020,5241,28412,7480,NGHE AN,TINH,4,60,5,4 THUNG NHO ,300,,QUY
12419,ABC-008490,10/3/2020,38,75040,39,HA NOI,TINH,1,24.25,4.5,"MILK POWDER, VITAMINS, CLOTHES, LOTION, IT GIFTSET",,6,ABC
12418,ABC-008489,10/3/2020,2679,75050,4356,SAI GON,SAIGON,1,5.55,3.5,"CLOTHES, DO XIT MUI",,,ABC
12417,QUY-003467,10/3/2020,1385,22042,9125,CAN THO,TINH,1,7.2,4.5,6 LON MILK POWDER ENSURE ,,,QUY
12416,NEW-000108,10/3/2020,6229,68507,9124,HUE,TINH,1,26,6,"6 hop MILK POWDER ensure. 2 chai thuoc Omega-3. 2 hop bang giang.  1 VITAMIN MEDICATED OIL bung. 2 hop sam. 1 bich SNACK chocolate. 3 bich hot ""chia"" , 1 PERFUME",,5,NEW
12415,ABC-008488,10/3/2020,6142,75042,9123,NGHE AN,TINH,1,13,4.5,SNACK,,,ABC
12414,ABC-008487,10/3/2020,6142,75042,9122,SAI GON,SAIGON,1,14.7,3.5,SNACK,,,ABC
12412,QUY-003466,10/3/2020,5989,20833,9120,SAI GON,SAIGON,1,13.1,4,"CLOTHES, cafe, LOTION, SHOES, LIPSTICK phan, do pha cfe",,3,QUY
12411,QUY-003465,10/3/2020,4332,21237,6842,SAI GON,SAIGON,1,16.65,4,FOOD  ,,,QUY
12410,ABC-008486,10/3/2020,3142,75287,4186,DA NANG,TINH,1,15,4.5,"CLOTHES, VITAMINS, SNACK",,,ABC
12409,ABC-008485,10/3/2020,5780,75044,8367,SAI GON,SAIGON,1,7.6,3.5,"TUI, TOYS, VITAMIN, QUAN",,70,ABC
12408,ABC-008484,10/3/2020,3003,75369,3955,BINH DUONG,TINH,1,8.35,4.5,"SNACK, VITAMINS",,,ABC
12407,QUY-003464,10/3/2020,6227,23228,9119,CAN THO,TINH,1,38.7,5,"CLOTHES, vitamin, trang suc gia, SNACK, gia vi, bo MEDICATED OIL phong, SHOES",,20,QUY
12406,ABC-008483,10/3/2020,5073,75771,7178,SAI GON,SAIGON,1,11.3,3.5,"MILK POWDER, FOOD, HOME GOODS",,,ABC
12405,ABC-008482,10/3/2020,6195,75044,9067,PHU YEN,TINH,1,1,4.5,"3 LIPSTICK, 2 VITAMINS, 2 LOTION BOI",,,ABC
12404,ABC-008481,10/3/2020,981,75081,3543,NAM DINH,TINH,1,11.5,4.5,"MACBOOK    , SNACK, LIPSTICK MONG TAY",,90,ABC
12403,QUY-003463,10/3/2020,5350,22180,7667,SAI GON,SAIGON,1,6.2,4,"CLOTHES, CHOCOLATE",,15.2,QUY
12402,ABC-008480,10/3/2020,3376,75023,4513,SAI GON,SAIGON,1,9.8,3.5,"ENSURE, CAFE",,,ABC
12401,ABC-008479,10/3/2020,3376,75023,4514,SAI GON,SAIGON,1,7.5,3.5,1 CASE ENTRUST,60,,ABC
12400,ABC-008478,10/3/2020,5948,75231,9118,BEN TRE,TINH,1,11.9,4.5,"ENSURE, FOOD",54,,ABC
12399,QUY-003462,10/3/2020,4518,20853,6245,DONG THAP,TINH,1,14.75,5,"MILK POWDER, vitamin",,15,QUY
12398,ABC-008477,10/2/2020,6226,75040,9117,SAI GON,SAIGON,1,60.7,3.5,"FOOD HOP, CLOTHES, MILK POWDER ENSURE, LOTION DUONG DA ",142,30,ABC
12397,ABC-008476,10/2/2020,6225,75080,9116,SAI GON,SAIGON,1,5,3.5,"VITAMINS, SNACK NGAM",,,ABC
12396,ABC-008475,10/2/2020,6224,75006,9115,SAI GON,SAIGON,1,20.7,3.5,"MILK POWDER, SNACK, VITAMINS, DRIED FRUIT,   ",54,18,ABC
12395,QUY-003461,10/2/2020,6223,22025,9114,SAI GON,SAIGON,1,9.75,4,"MILK POWDER, vitamin",,10,QUY
12394,ABC-008474,10/2/2020,3953,75044,5384,SAI GON,SAIGON,1,5,3.5,"VITAMINS, TOOTHBRUSH",,12,ABC
12393,ABC-008473,10/2/2020,1934,,6453,SAI GON,SAIGON,1,7.5,3.5,1 LOC ENSURE ,54,,ABC
12392,ABC-008472,10/2/2020,5868,8534,8524,HA NOI,TINH,1,5,4.5,"VITAMINS, MEDICAL MASK, SUNGLASSES",,24,ABC
12391,ABC-008471,10/2/2020,625,75044,9113,SAI GON,SAIGON,1,32.85,3.5,"MILK POWDER  , TOYS, CLOTHES, VITAMINS",,,ABC
12390,QUY-003460,10/2/2020,4080,20007,5571,HA NOI,TINH,1,11.2,5,Huong tram,,,QUY
12389,QUY-003459,10/2/2020,6222,22151,9112,SAI GON,SAIGON,1,13.2,4,"MILK POWDER, vitamin",,2,QUY
12388,NEW-000107,10/2/2020,6221,68516,9111,HUE,TINH,1,13,6,"VITAMIN,  SHAMPOO, CHOCOLATE, KOOL AID ",,,NEW
12387,NEW-000106,10/2/2020,6220,68528,9110,SAI GON,SAIGON,1,6,5," PERFUME,  BENGAY, CHOCOLATE, HAND SANITIZER NHO, TSHIRTS",,10,NEW
12386,ABC-008470,10/2/2020,3969,75002,5411,SAI GON,SAIGON,1,7,3.5,"HAT CHIA, SNACK, PIN ",,,ABC
12385,ABC-008469,10/2/2020,6219,75042,9109,BINH DINH,EXPRESS,1,0.3,11,1 DO  MENT-EXPRESS,5,,ABC
12384,ABC-008468,10/2/2020,6219,75042,9108,SAI GON,SAIGON,1,0.3,3.5,1 DO  MENT,2.5,,ABC
12383,ABC-008467,10/2/2020,4389,75081,9107,TIEN GIANG,TINH,1,16.8,4.5,"VITAMINS, SNACK",,,ABC
12382,ABC-008466,10/2/2020,3778,75094,5120,SAI GON,SAIGON,1,10.1,3.5,"SNACK, FOOD, VITAMIN",,,ABC
12381,ABC-008465,10/2/2020,3879,75226,9106,SAI GON,SAIGON,1,16,3.5,"TOYS, FOOD, VITAMINS, MILK POWDER",,,ABC
12380,ABC-008464,10/2/2020,3879,75226,9105,SAI GON,SAIGON,1,16,3.5,"MILK POWDER,VITAMINS, DEODORANT, FOOD HOP, CLOTHES",,,ABC
12379,ABC-008463,10/2/2020,4515,,6242,SAI GON,SAIGON,1,9.1,3.5,"VITAMINS, CLOTHES, IT GIFTSET",,,ABC
12378,ABC-008462,10/2/2020,447,75094,6199,KHANH HOA,TINH,1,9.1,4.5,"FOOD, VITAMIN",,,ABC
12377,QUY-003458,10/2/2020,1526,22003,9104,CAN THO,TINH,1,11.9,5,"Cap  , vitamin, CLOTHES, SNACK",,,QUY
12376,ABC-008461,10/2/2020,5201,,7415,BRVT,TINH,1,26.9,4.5,"CHOCOLATE, MILK POWDER ENSURE, TAI NGHE",,15,ABC
12375,QUY-003457,10/1/2020,2722,22044,5812,SAI GON,SAIGON,1,21.65,4,"SHOES, TSHIRTS, MILK POWDER TANG CO",,15,QUY
12372,ABC-008458,10/1/2020,6218,71913,9102,SAI GON,SAIGON,1,11.45,3.5,"SNACK, TOOTHPASTE, DAN RANG",,,ABC
12371,ABC-008457,10/1/2020,4308,,9101,HA NOI,TINH,1,6,4.5,VITAMINS,,60,ABC
12370,QUY-003456,10/1/2020,6217,22101,9100,SAI GON,SAIGON,2,41.1,4,"CLOTHES BTSHIRTS HO, SHOES , NON ",,10,QUY
12369,QUY-003455,10/1/2020,5334,22153,7639,SAI GON,SAIGON,1,20.95,4,"TSHIRTS, NUT, MILK POWDER ENSURE, SNACK, FOOD    ",22,,QUY
12368,ABC-008456,10/1/2020,2470,,9099,TAY NINH,TINH,1,15,4.5,2 LOC ENTRUST,120,,ABC
12367,ABC-008455,10/1/2020,859,75226,873,SAI GON,SAIGON,1,12.9,3.5,"PERFUME, DAY NICH, FOOD, TOOTHPASTE, NUOC TAY, TSHIRTS",,25,ABC
12366,NGO-000020,10/1/2020,6216,68522,9098,CAN THO,TINH,1,15.5,6,"4 SNACK, 2 KHO, 1 SOAP, CLOTHES ",,,NGO
12365,NGO-000019,10/1/2020,6216,68522,9097,SOC TRANG,TINH,1,13.5,6,"3 THUOC, 2 SNACK, CLOTHES, 1 KHO BO",,,NGO
12364,QUY-003454,10/1/2020,5841,20850,8472,BAC LIEU,TINH,2,66.1,5,"TOOTHPASTE, GUM, PERFUME, BENGAY, GIFTSET, VITAMIN, HAND BAG XACH TANG PHAM ",,110,QUY
12363,ABC-008454,10/1/2020,6215,75044,9096,SAI GON,SAIGON,1,5.5,3.5,"VITAMIN, SOAP, DEODORANT",,1,ABC
12362,QUY-003453,10/1/2020,5024,22151,7107,SAI GON,SAIGON,1,17.8,4,"BACKPACK, HAND BAG XACH, MILK POWDER ENSURE, VITAMIN",65,10,QUY
12361,QUY-003452,10/1/2020,6214,20602,9095,VINH LONG,TINH,1,7.2,4.5,6 LON MILK POWDER ENSURE ,,,QUY
12360,ABC-008453,10/1/2020,6213,75089,9094,CANADA,EXPRESS,1,23.5,5,"CLOTHES, 2 GIFTSET, DTSHIRTS //  771686851500",,,ABC
12359,NGO-000018,10/1/2020,6212,68123,9093,SAI GON,SAIGON,1,6.9,5,"doi SHOES, 3 MEDICATED OIL, CLOTHES, 1 PERFUME, cTSHIRTS rau",,5,NGO
12358,ABC-008452,10/1/2020,567,75044,2982,SAI GON,SAIGON,1,11.5,3.5,"SOAP, FOOD",,,ABC
12357,ABC-008451,10/1/2020,6211,77017,9092,BRVT,TINH,1,8.5,4.5,"2 IPAD #...717DQ1GF, #...CHWZQ1GQ, 1 IP X #...2776530, 2 VITAMIN",,240,ABC
12356,QUY-003451,10/1/2020,2126,22046,2675,SAI GON,SAIGON,1,7.2,4,6 LON MILK POWDER ENSURE ,,,QUY
12355,ABC-008450,10/1/2020,4842,75067,6788,SAI GON,SAIGON,1,44.3,3.5,"MILK POWDER, SHAMPOO, SOAP   C, SNACK, SALONPAS, FOOD",125,,ABC
12354,ABC-008449,10/1/2020,209,75044,9091,HUE,TINH,1,11.1,4.5,"MILK POWDER, TRA SAM",,,ABC
12353,QUY-003450,10/1/2020,6210,22044,9090,SAI GON,SAIGON,1,15.95,4,"SHOES, TSHIRTS ",,35,QUY
12352,QUY-003449,10/1/2020,5113,20111,7260,AN GIANG,TINH,1,19.65,5,"VITAMIN, SNACK, CLOTHES BABY",,9,QUY
12351,QUY-003448,10/1/2020,4475,21075,6175,SAI GON,SAIGON,1,31.5,4,"CLOTHES, TOYS CON NIT, SNACK ",,,QUY
12350,QUY-003447,10/1/2020,6209,22312,9089,SAI GON,SAIGON,1,26.8,4,"SHOES, MILK POWDER ENSURE, SOAP, PERFUME, BLUETOOTH SPEAKER, MEDICATED OIL ",,45,QUY
12349,ABC-008448,10/1/2020,2514,75044,7527,SAI GON,SAIGON,1,5,3.5,CLOTHES. SNACK,,,ABC
12348,QUY-003446,10/1/2020,1490,22044,1735,SAI GON,SAIGON,1,9.6,4,"VO, BAN CHAY DANH RANG, CLOTHES, EYE DROPS,  WATCH",,125,QUY
12347,ABC-008447,10/1/2020,369,,3007,SAI GON,SAIGON,1,26.8,3.5,"IT GIFTSET, CREAM, SNACK, SALONPAS, SUNGLASSES, VITAMINS, BENGAY, MILK POWDER ENSURE, DO   ",66,20,ABC
12346,ABC-008446,10/1/2020,6208,75044,9088,SAI GON,SAIGON,1,13,3.5,"TOOTHPASTE, CLOTHES",,,ABC
12345,QUY-003445,10/1/2020,4050,22003,5528,BEN TRE,TINH,1,7.4,4.5,6 LON MILK POWDER ENSURE ,,,QUY
12344,QUY-003444,10/1/2020,4023,22043,5496,VINH LONG,TINH,1,11.5,5,"TSHIRTS MUA, VITAMIN, CLOTHES, MEDICATED OIL HU",,,QUY
12343,ABC-008445,10/1/2020,3537,75044,4760,SAI GON,SAIGON,1,20.5,3.5,"MILK POWDER, CLOTHESM TOOTHPASTE, VITAMINS, VI, PERFUME",180,30,ABC
12342,ABC-008444,10/1/2020,6207,75077,9087,SAI GON,SAIGON,1,19.2,3.5,"VITAMINS, LOTION BOI, SHOES THOM",,6,ABC
12341,ABC-008443,10/1/2020,6120,75044,8930,Florida,DOM,1,6,3.5,,,,ABC
12340,ABC-008442,10/1/2020,20,75094,1909,SAI GON,SAIGON,2,33,3.5,"TOYS , VITAMINS, MEDICATED OIL, DO  MENT, ",,,ABC
12339,ABC-008441,9/30/2020,1994,75089,6277,PHU YEN,TINH,1,9.8,4.5,"SHAMPOO, VITAMINS, HAIR COLOR CREME",,,ABC
12338,ABC-008440,9/30/2020,2927,75044,3839,SAI GON,SAIGON,1,33.55,3.5,ENSURE,270,,ABC
12337,ABC-008439,9/30/2020,5351,75044,9086,TAY NINH,TINH,1,6.1,4.5,"VITAMINS, SNACK, LIPSTICK",,,ABC
12336,ABC-008438,9/30/2020,6206,75040,9085,SAI GON,SAIGON,1,8,3.5,"VITAMIN, FOOD, MEDICATED OIL",16,,ABC
12335,ABC-008437,9/30/2020,6205,75002,9084,SAI GON,SAIGON,1,17.6,3.5,"ENSURE, TOOTHPASTE, MAY BLOOD PRESSURE MONITOR, MIENG DAN, SHOES TO, SAM",,,ABC
12334,QUY-003443,9/30/2020,1539,22044,1558,SAI GON,SAIGON,1,9.25,4,"HAND BAG, SHOES, PERFUME, LIPSTICK mong tay,   MEDICATED OIL",,25,QUY
12333,ABC-008436,9/30/2020,6204,75040,9083,SAI GON,SAIGON,1,5.6,3.5,"SHOES, TSHIRTS",,,ABC
12332,QUY-003442,9/30/2020,4663,20854,9082,BRVT,TINH,1,11.8,5,"SNACK, SHOES, HAND BAG xach, TOOTHPASTE, MILK POWDER tam",,5,QUY
12331,QUY-003441,9/30/2020,6203,22003,9081,AN GIANG,TINH,1,36.55,5,"1 Ipad E   , MEDICATED OIL, vitamin, CLOTHES, SHOES, binh MILK POWDER, HAND BAG xach, day dien thoai, vo",,164.25,QUY
12330,ABC-008435,9/30/2020,2736,75068,3551,QUANG NGAI,TINH,1,13.75,4.5,"MILK POWDER, VITAMINS",,,ABC
12329,QUY-003440,9/30/2020,3390,7047,4534,SAI GON,SAIGON,1,1,4,WATCH,,10,QUY
12328,QUY-003439,9/30/2020,2137,22003,7432,DA NANG,TINH,1,21.7,5,"SHOES, WATCH, vitamin, SNACK, cham soc da",,33,QUY
12327,QUY-003438,9/30/2020,5163,22031,9080,SAI GON,SAIGON,1,21.55,4,"SNACK, lotion, vitamin, LOTION duong toc",,,QUY
12326,QUY-003437,9/30/2020,6202,20012,9079,TRA VINH,TINH,1,15.4,5,"MILK POWDER, vitamin, OATMEAL",,5,QUY
12324,QUY-003435,9/30/2020,6201,20906,9078,SAI GON,SAIGON,2,37.3,4,"May bam chu, vitamin, PERFUME mau, da phong thuy, do   , matxa chan",,20,QUY
12323,QUY-003434,9/30/2020,2833,22911,9077,SAI GON,SAIGON,1,15.8,4,"1 dien thoai LIPSTICKy    (x peria 5),   c sac,   c chuyen dien, MEDICATED OIL, do   ",,45,QUY
12320,QUY-003433,9/30/2020,3271,20602,4368,SOC TRANG,TINH,1,59.35,5,"MILK POWDER, cafe, LOTION cafe, vitamin, SNACK, MEDICATED OIL, LOTION",,,QUY
12319,QUY-003432,9/30/2020,6199,20871,9075,SAI GON,SAIGON,1,18.95,4,"Tra sam, mat ong, vitamin",,,QUY
12318,QUY-003431,9/30/2020,6198,23060,9074,SAI GON,SAIGON,1,8.45,4,"MEDICATED OIL, vitamin, do   ",,15.2,QUY
12317,QUY-003430,9/30/2020,4485,20147,6190,SAI GON,SAIGON,1,34.05,4,"Goi, bTSHIRTS goi, SNACK, HAND BAG, cha bong, FOOD CANNED",,8,QUY
12316,QUY-003429,9/30/2020,5436,22309,7816,SAI GON,SAIGON,1,24.85,4,"May massagen, SNACK",,,QUY
12315,QUY-003428,9/30/2020,1301,20735,1320,BEN TRE,TINH,1,44.15,5,"VITAMIN, SHAMPOO, SNACK, nghe tay, TSHIRTS",,15.25,QUY
12314,ABC-008432,9/30/2020,2270,75040,2874,TAY NINH,TINH,1,3.5,4.5,"MILK POWDER, VITAMINS",,,ABC
12311,ABC-008429,9/30/2020,6197,75044,9072,SAI GON,SAIGON,1,38,3.5,"CLOTHES, SHOES, TUI",,20,ABC
12310,ABC-008428,9/30/2020,5481,75244,9071,DA NANG,TINH,1,3,4.5,IT GIFTSET,,45,ABC
12307,ABC-008425,9/30/2020,3131,75082,4167,SAI GON,SAIGON,1,4.3,3.5,"SUNGLASSES, SNACK, SALONPAS, VITAMINS, OILMENT",,,ABC
12306,ABC-008424,9/30/2020,6196,75044,9070,SAI GON,SAIGON,1,7.5,3.5,6 LON MILK POWDER,54,,ABC
12305,ABC-008423,9/30/2020,2096,75081,2639,SAI GON,SAIGON,1,17.3,3.5,"SPAM, SNACK",,,ABC
12304,ABC-008422,9/30/2020,3643,75081,4913,DONG NAI,TINH,1,53,4.5,"CLOTHES, SPAM, SNACK",,,ABC
12303,ABC-008421,9/30/2020,222,75002,5852,SOC TRANG,TINH,1,24.5,4.5,"SNACK, SUPPLEMENT, MILK POWDER RUA MAT, SUNGLASSES, TOOTHPASTE",,,ABC
12302,ABC-008420,9/30/2020,5490,73012,7900,SAI GON,SAIGON,1,71,3.5,"CLOTHES, SNACK, 17 VITAMINS, SHAMPOO, MILK POWDER TAM, SALONPAS, SHOES,   ",,40,ABC
12301,ABC-008419,9/30/2020,4216,75110,5772,SAI GON,SAIGON,1,29,3.5,"MILK POWDER, CLOTHES, SNACK, VITAMINS,   ",,,ABC
12300,ABC-008418,9/30/2020,3416,75028,9069,KIEN GIANG,TINH,1,0.5,4.5,3 CREAMS,,,ABC
12299,ABC-008417,9/30/2020,2757,75081,3583,SAI GON,SAIGON,1,15.8,3.5,"TRUYEN TRANH, TUI, TSHIRTS",,,ABC
12298,ABC-008416,9/30/2020,6067,75074,9068,SAI GON,SAIGON,1,0.3,3.5,DO  MENT-EXPRESS,32.5,,ABC
12297,ABC-008415,9/30/2020,2822,75034,3677,DONG NAI,TINH,1,14.8,4.5,"SNACK, SHOES, NON, SOAP, DO    ",,,ABC
12296,ABC-008414,9/30/2020,4243,,5814,TRA VINH,TINH,1,51.6,4.5,"TOOTHPASTE, CLOTHES, SOAP, FOOD, SNACK, 2 ZIPPO",,10,ABC
12295,ABC-008413,9/30/2020,6195,75044,9067,PHU YEN,TINH,1,4.8,4.5,"EARPHONE, VITAMIN, VI, SAM",,10,ABC
12294,ABC-008412,9/30/2020,6194,,9066,SAI GON,SAIGON,1,25,3.5,"VITAMINS, SNACK, MILK POWDER ENSURE",,,ABC
12293,ABC-008411,9/30/2020,4157,75656,6309,SAI GON,SAIGON,1,31.7,3.5,"CLOTHES, HAND BAG, SOAP, SHOES, DO   ",,,ABC
12292,ABC-008410,9/30/2020,4157,75656,5785,SAI GON,SAIGON,1,31.2,3.5,"BONG TAY TRANG, DAY NICH, CLOTHES, TUI, SHOES ",,,ABC
12291,ABC-008409,9/30/2020,4157,75656,5690,SAI GON,SAIGON,1,37.8,4.5,"CLOTHES, HAND BAG, SOAP, HOME GOODS",,,ABC
12290,ABC-008408,9/30/2020,869,75044,7411,SAI GON,SAIGON,1,14.6,3.5,"SNACK, PERFUME",,10,ABC
12289,QUY-003427,9/30/2020,2164,22042,2727,KIEN GIANG,TINH,1,7.4,4.5,6 lon MILK POWDER Ensure,65,,QUY
12288,ABC-008407,9/30/2020,1162,75070,1183,DA NANG,TINH,1,31.2,4.5,"ENSURE, VITAMIN, PERFUME, LIPSTICK",216,5,ABC
12287,ABC-008406,9/30/2020,6038,75503,9065,HUE,TINH,1,7.4,4.5,1 LOC ENSURE,54,,ABC
12286,ABC-008405,9/30/2020,4600,75044,6362,SAI GON,SAIGON,1,7.9,3.5,"MIENG DAN, GIFTSET, DO LOT",,,ABC
12285,ABC-008404,9/30/2020,6193,76014,9064,SAI GON,SAIGON,1,7,3.5,"1 DOI SHOES, NEN",,40,ABC
12284,QUY-003426,9/30/2020,5618,22044,8104,SOC TRANG,TINH,1,7.4,4.5,6 lon MILK POWDER Ensure,65,,QUY
12283,ABC-008403,9/30/2020,5060,75219,7152,DONG NAI,TINH,1,14.4,4.5,"MIENG AM LUNG, VITAMIN, FOOD CANNED",,12,ABC
